"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Tokelau","Male","2003","UNESCO_UIS Database_Sep2007","Years","10","1"
"Tokelau","Male","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Tokelau","Male","2001","UNESCO_UIS Database_Sep2007","Years","11","1"
"Tokelau","Male","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Tonga","Female","2004","UNESCO_UIS Database_Sep2007","Years","14","1"
"Tonga","Female","2002","UNESCO_UIS Database_Sep2007","Years","14","1"
"Tonga","Female","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tonga","Female","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tonga","Female","1999","UNESCO_UIS Database_Sep2007","Years","14","1"
"Tonga","Male","2004","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tonga","Male","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tonga","Male","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tonga","Male","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tonga","Male","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Trinidad and Tobago","Female","2005","UNESCO_UIS Database_Sep2007","Years","12","1"
"Trinidad and Tobago","Female","2004","UNESCO_UIS Database_Sep2007","Years","13","1"
"Trinidad and Tobago","Female","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Trinidad and Tobago","Female","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Trinidad and Tobago","Female","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Trinidad and Tobago","Female","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Trinidad and Tobago","Female","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Trinidad and Tobago","Male","2005","UNESCO_UIS Database_Sep2007","Years","12","1"
"Trinidad and Tobago","Male","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"Trinidad and Tobago","Male","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Trinidad and Tobago","Male","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Trinidad and Tobago","Male","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Trinidad and Tobago","Male","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Trinidad and Tobago","Male","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Tunisia","Female","2005","UNESCO_UIS Database_Sep2007","Years","14","1"
"Tunisia","Female","2003","UNESCO_UIS Database_Sep2007","Years","14","1"
"Tunisia","Female","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tunisia","Female","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tunisia","Female","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tunisia","Male","2005","UNESCO_UIS Database_Sep2007","Years","14","1"
"Tunisia","Male","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tunisia","Male","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tunisia","Male","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tunisia","Male","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Turkey","Female","2005","UNESCO_UIS Database_Sep2007","Years","10","1"
"Turkey","Female","2004","UNESCO_UIS Database_Sep2007","Years","10","1"
"Turkey","Female","2003","UNESCO_UIS Database_Sep2007","Years","10","1"
"Turkey","Female","2002","UNESCO_UIS Database_Sep2007","Years","10","1"
"Turkey","Female","2001","UNESCO_UIS Database_Sep2007","Years","10","1"
"Turkey","Male","2005","UNESCO_UIS Database_Sep2007","Years","12","1"
"Turkey","Male","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"Turkey","Male","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Turkey","Male","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Turkey","Male","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Turks and Caicos Islands","Female","2005","UNESCO_UIS Database_Sep2007","Years","12","1"
"Turks and Caicos Islands","Female","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"Turks and Caicos Islands","Female","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Turks and Caicos Islands","Female","2002","UNESCO_UIS Database_Sep2007","Years","14","1"
"Turks and Caicos Islands","Male","2005","UNESCO_UIS Database_Sep2007","Years","11","1"
"Turks and Caicos Islands","Male","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Turks and Caicos Islands","Male","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Turks and Caicos Islands","Male","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tuvalu","Female","2001","UNESCO_UIS Database_Sep2007","Years","11","2"
"Tuvalu","Male","2001","UNESCO_UIS Database_Sep2007","Years","11","2"
"Uganda","Female","2004","UNESCO_UIS Database_Sep2007","Years","10","1"
"Uganda","Female","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Uganda","Female","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Uganda","Female","2001","UNESCO_UIS Database_Sep2007","Years","10","1"
"Uganda","Female","2000","UNESCO_UIS Database_Sep2007","Years","10","1"
"Uganda","Female","1999","UNESCO_UIS Database_Sep2007","Years","9","1"
"Uganda","Male","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Uganda","Male","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Uganda","Male","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Uganda","Male","2001","UNESCO_UIS Database_Sep2007","Years","11","1"
"Uganda","Male","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Uganda","Male","1999","UNESCO_UIS Database_Sep2007","Years","11","1"
"Ukraine","Female","2005","UNESCO_UIS Database_Sep2007","Years","14",""
"Ukraine","Female","2004","UNESCO_UIS Database_Sep2007","Years","14","1"
"Ukraine","Female","2003","UNESCO_UIS Database_Sep2007","Years","14","1"
"Ukraine","Female","2002","UNESCO_UIS Database_Sep2007","Years","14","1"
"Ukraine","Female","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Ukraine","Female","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Ukraine","Female","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Ukraine","Male","2005","UNESCO_UIS Database_Sep2007","Years","14",""
"Ukraine","Male","2004","UNESCO_UIS Database_Sep2007","Years","14","1"
"Ukraine","Male","2003","UNESCO_UIS Database_Sep2007","Years","14","1"
"Ukraine","Male","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Ukraine","Male","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Ukraine","Male","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Ukraine","Male","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"United Arab Emirates","Female","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"United Arab Emirates","Female","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"United Arab Emirates","Female","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"United Arab Emirates","Female","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"United Arab Emirates","Female","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"United Arab Emirates","Male","2003","UNESCO_UIS Database_Sep2007","Years","10","1"
"United Arab Emirates","Male","2002","UNESCO_UIS Database_Sep2007","Years","10","1"
"United Arab Emirates","Male","2001","UNESCO_UIS Database_Sep2007","Years","10","1"
"United Arab Emirates","Male","2000","UNESCO_UIS Database_Sep2007","Years","10","1"
"United Arab Emirates","Male","1999","UNESCO_UIS Database_Sep2007","Years","11","1"
"United Kingdom","Female","2005","UNESCO_UIS Database_Sep2007","Years","17",""
"United Kingdom","Female","2004","UNESCO_UIS Database_Sep2007","Years","17",""
"United Kingdom","Female","2003","UNESCO_UIS Database_Sep2007","Years","17",""
"United Kingdom","Female","2002","UNESCO_UIS Database_Sep2007","Years","17",""
"United Kingdom","Female","2001","UNESCO_UIS Database_Sep2007","Years","16","1"
"United Kingdom","Female","2000","UNESCO_UIS Database_Sep2007","Years","16","1"
"United Kingdom","Female","1999","UNESCO_UIS Database_Sep2007","Years","16",""
"United Kingdom","Male","2005","UNESCO_UIS Database_Sep2007","Years","16",""
"United Kingdom","Male","2004","UNESCO_UIS Database_Sep2007","Years","16",""
"United Kingdom","Male","2003","UNESCO_UIS Database_Sep2007","Years","16",""
"United Kingdom","Male","2002","UNESCO_UIS Database_Sep2007","Years","16",""
"United Kingdom","Male","2001","UNESCO_UIS Database_Sep2007","Years","16","1"
"United Kingdom","Male","2000","UNESCO_UIS Database_Sep2007","Years","16","1"
"United Kingdom","Male","1999","UNESCO_UIS Database_Sep2007","Years","16",""
"United States of America","Female","2005","UNESCO_UIS Database_Sep2007","Years","17","1"
"United States of America","Female","2004","UNESCO_UIS Database_Sep2007","Years","16","1"
"United States of America","Female","2003","UNESCO_UIS Database_Sep2007","Years","16","1"
"United States of America","Female","2002","UNESCO_UIS Database_Sep2007","Years","16","1"
"United States of America","Female","2001","UNESCO_UIS Database_Sep2007","Years","16",""
"United States of America","Female","2000","UNESCO_UIS Database_Sep2007","Years","16",""
"United States of America","Male","2005","UNESCO_UIS Database_Sep2007","Years","15","1"
"United States of America","Male","2004","UNESCO_UIS Database_Sep2007","Years","15","1"
"United States of America","Male","2003","UNESCO_UIS Database_Sep2007","Years","15","1"
"United States of America","Male","2002","UNESCO_UIS Database_Sep2007","Years","15","1"
"United States of America","Male","2001","UNESCO_UIS Database_Sep2007","Years","15",""
"United States of America","Male","2000","UNESCO_UIS Database_Sep2007","Years","15",""
"Uruguay","Female","2004","UNESCO_UIS Database_Sep2007","Years","16","1"
"Uruguay","Female","2003","UNESCO_UIS Database_Sep2007","Years","16","1"
"Uruguay","Female","2002","UNESCO_UIS Database_Sep2007","Years","16","1"
"Uruguay","Female","2001","UNESCO_UIS Database_Sep2007","Years","15","1"
"Uruguay","Female","2000","UNESCO_UIS Database_Sep2007","Years","15","1"
"Uruguay","Female","1999","UNESCO_UIS Database_Sep2007","Years","15","1"
"Uruguay","Male","2004","UNESCO_UIS Database_Sep2007","Years","14","1"
"Uruguay","Male","2003","UNESCO_UIS Database_Sep2007","Years","14","1"
"Uruguay","Male","2002","UNESCO_UIS Database_Sep2007","Years","14","1"
"Uruguay","Male","2001","UNESCO_UIS Database_Sep2007","Years","14","1"
"Uruguay","Male","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Uruguay","Male","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Uzbekistan","Female","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Uzbekistan","Female","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Uzbekistan","Female","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Uzbekistan","Male","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"Uzbekistan","Male","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Uzbekistan","Male","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Vanuatu","Female","2004","UNESCO_UIS Database_Sep2007","Years","10","1"
"Vanuatu","Female","2003","UNESCO_UIS Database_Sep2007","Years","10","1"
"Vanuatu","Female","2002","UNESCO_UIS Database_Sep2007","Years","10","1"
"Vanuatu","Male","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Vanuatu","Male","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Vanuatu","Male","2002","UNESCO_UIS Database_Sep2007","Years","10","1"
"Venezuela","Female","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Venezuela","Female","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Venezuela","Female","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Venezuela","Male","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Venezuela","Male","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Venezuela","Male","2000","UNESCO_UIS Database_Sep2007","Years","10","1"
"Vietnam","Female","2005","UNESCO_UIS Database_Sep2007","Years","10","1"
"Vietnam","Female","2004","UNESCO_UIS Database_Sep2007","Years","10","1"
"Vietnam","Female","2003","UNESCO_UIS Database_Sep2007","Years","10","1"
"Vietnam","Female","2002","UNESCO_UIS Database_Sep2007","Years","10","1"
"Vietnam","Female","2001","UNESCO_UIS Database_Sep2007","Years","10","1"
"Vietnam","Female","2000","UNESCO_UIS Database_Sep2007","Years","10",""
"Vietnam","Female","1999","UNESCO_UIS Database_Sep2007","Years","10","1"
"Vietnam","Male","2005","UNESCO_UIS Database_Sep2007","Years","11","1"
"Vietnam","Male","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Vietnam","Male","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Vietnam","Male","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Vietnam","Male","2001","UNESCO_UIS Database_Sep2007","Years","11","1"
"Vietnam","Male","2000","UNESCO_UIS Database_Sep2007","Years","11",""
"Vietnam","Male","1999","UNESCO_UIS Database_Sep2007","Years","11","1"
"Yemen","Female","2005","UNESCO_UIS Database_Sep2007","Years","7","1"
"Yemen","Female","2004","UNESCO_UIS Database_Sep2007","Years","7","1"
"Yemen","Female","2000","UNESCO_UIS Database_Sep2007","Years","5","1"
"Yemen","Female","1999","UNESCO_UIS Database_Sep2007","Years","5","1"
"Yemen","Male","2005","UNESCO_UIS Database_Sep2007","Years","11","1"
"Yemen","Male","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Yemen","Male","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Yemen","Male","1999","UNESCO_UIS Database_Sep2007","Years","10","1"
"Zambia","Female","2000","UNESCO_UIS Database_Sep2007","Years","6","1"
"Zambia","Female","1999","UNESCO_UIS Database_Sep2007","Years","6","1"
"Zambia","Male","2000","UNESCO_UIS Database_Sep2007","Years","7","1"
"Zambia","Male","1999","UNESCO_UIS Database_Sep2007","Years","7","1"
"Zimbabwe","Female","2003","UNESCO_UIS Database_Sep2007","Years","9","1"
"Zimbabwe","Female","2002","UNESCO_UIS Database_Sep2007","Years","9","1"
"Zimbabwe","Female","2001","UNESCO_UIS Database_Sep2007","Years","10","1"
"Zimbabwe","Female","2000","UNESCO_UIS Database_Sep2007","Years","9","1"
"Zimbabwe","Male","2003","UNESCO_UIS Database_Sep2007","Years","9","1"
"Zimbabwe","Male","2002","UNESCO_UIS Database_Sep2007","Years","10","1"
"Zimbabwe","Male","2001","UNESCO_UIS Database_Sep2007","Years","10","1"
"Zimbabwe","Male","2000","UNESCO_UIS Database_Sep2007","Years","10","1"

"fnSeqID","Footnote"
"1","UIS estimation."
"2","National Estimation."
